original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
28,A13,15,A32,A43,2327,A61,A72,2,Male,A101,3,A121,53,A143,A152,1,A172,1,A191,A201,1,0
40,A11,12,A32,A40,1228,A61,A73,4,Male,A101,2,A121,19,A143,A152,1,A172,1,A191,A201,1,0
40,A11,12,A32,A40,1228,A61,A73,4,Male,A101,2,A121,57,A143,A152,1,A172,1,A191,A201,1,0
81,A14,36,A32,A42,3349,A61,A73,4,Male,A101,2,A123,64,A143,A152,1,A174,1,A192,A201,1,0
109,A12,18,A34,A43,1245,A61,A73,4,Female,A101,2,A123,72,A143,A152,1,A173,1,A191,A201,1,0
109,A12,18,A34,A43,1245,A61,A73,4,Female,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1,0
112,A12,12,A32,A42,2762,A65,A75,1,Male,A101,2,A122,24,A141,A152,1,A173,1,A192,A201,1,0
112,A12,12,A32,A42,2762,A65,A75,1,Female,A101,2,A122,69,A141,A152,1,A173,1,A192,A201,1,0
112,A12,12,A32,A42,2762,A65,A75,1,Male,A101,2,A122,73,A141,A152,1,A173,1,A192,A201,1,0
115,A14,10,A32,A42,2210,A61,A73,2,Female,A101,2,A121,55,A141,A151,1,A172,1,A191,A201,1,0
130,A14,6,A32,A42,4611,A61,A72,1,Male,A101,4,A122,56,A143,A152,1,A173,1,A191,A201,1,0
130,A14,6,A32,A42,4611,A61,A72,1,Female,A101,4,A122,21,A143,A152,1,A173,1,A191,A201,1,0
130,A14,6,A32,A42,4611,A61,A72,1,Male,A101,4,A122,25,A143,A152,1,A173,1,A191,A201,1,0
161,A12,18,A32,A40,1042,A65,A73,4,Male,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,1,0
161,A12,18,A32,A40,1042,A65,A73,4,Male,A101,2,A122,22,A143,A152,1,A173,1,A191,A201,1,0
169,A14,18,A34,A46,1864,A62,A73,4,Male,A101,2,A121,55,A143,A152,2,A173,1,A191,A201,1,0
169,A14,18,A34,A46,1864,A62,A73,4,Male,A101,2,A121,19,A143,A152,2,A173,1,A191,A201,1,0
177,A12,24,A32,A41,4113,A63,A72,3,Male,A101,4,A123,70,A143,A151,1,A173,1,A191,A201,1,0
177,A12,24,A32,A41,4113,A63,A72,3,Male,A101,4,A123,24,A143,A151,1,A173,1,A191,A201,1,0
183,A14,36,A34,A42,7127,A61,A72,2,Male,A101,4,A122,38,A143,A151,2,A173,1,A192,A201,1,0
184,A12,9,A34,A46,1501,A61,A75,2,Male,A101,3,A123,44,A143,A152,2,A174,1,A192,A201,1,0
204,A12,9,A32,A42,918,A61,A73,4,Male,A101,1,A122,19,A143,A152,1,A173,1,A191,A201,1,0
218,A11,24,A32,A43,3660,A61,A73,2,Male,A101,4,A123,58,A143,A152,1,A173,1,A191,A201,0,1
235,A13,12,A34,A40,939,A63,A74,4,Female,A101,2,A121,55,A143,A152,3,A173,1,A192,A201,1,0
242,A11,12,A32,A42,652,A61,A75,4,Male,A101,4,A122,65,A143,A151,1,A173,1,A191,A201,0,1
244,A14,24,A32,A43,5943,A65,A72,1,Male,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,1,0
256,A11,18,A32,A42,2462,A61,A73,2,Female,A101,2,A123,44,A143,A152,1,A173,1,A191,A201,1,0
263,A14,18,A33,A49,2169,A61,A73,4,Female,A101,2,A123,64,A143,A152,1,A173,1,A192,A201,1,0
287,A12,24,A32,A42,4057,A61,A74,3,Female,A101,3,A123,22,A143,A152,1,A173,1,A192,A201,1,0
287,A12,24,A32,A42,4057,A61,A74,3,Male,A101,3,A123,20,A143,A152,1,A173,1,A192,A201,1,0
300,A11,48,A32,A41,4788,A61,A74,4,Female,A101,3,A122,73,A143,A152,1,A173,2,A191,A201,0,1
307,A12,21,A32,A49,1188,A61,A75,2,Male,A101,4,A122,23,A143,A152,1,A173,2,A191,A201,1,0
316,A11,21,A32,A43,1835,A61,A73,3,Male,A101,2,A121,61,A143,A152,2,A173,1,A192,A201,1,0
335,A12,15,A32,A40,2631,A62,A73,2,Male,A101,4,A123,33,A143,A151,2,A173,1,A192,A201,1,0
342,A12,39,A34,A43,4933,A61,A74,2,Female,A103,2,A121,58,A143,A152,2,A173,1,A191,A201,1,0
349,A11,12,A32,A42,1282,A61,A73,2,Male,A101,4,A123,25,A143,A151,1,A173,1,A191,A201,1,0
349,A11,12,A32,A42,1282,A61,A73,2,Female,A101,4,A123,41,A143,A151,1,A173,1,A191,A201,1,0
357,A12,18,A30,A40,2278,A62,A72,3,Male,A101,3,A123,67,A143,A152,2,A173,1,A191,A201,1,0
372,A14,24,A32,A43,2397,A63,A75,3,Female,A101,2,A123,19,A141,A152,2,A173,1,A192,A201,1,0
390,A12,10,A32,A40,7308,A61,A71,2,Female,A101,4,A124,22,A141,A153,1,A174,1,A192,A201,0,1
400,A12,24,A32,A43,2039,A61,A72,1,Female,A101,1,A122,46,A143,A152,1,A173,1,A192,A201,1,0
415,A14,18,A30,A49,4165,A61,A73,2,Female,A101,2,A123,30,A142,A152,2,A173,2,A191,A201,1,0
417,A14,48,A32,A49,3914,A65,A73,4,Female,A101,2,A121,25,A141,A152,1,A173,1,A191,A201,1,0
441,A12,9,A31,A41,5129,A61,A75,2,Male,A101,4,A124,51,A141,A153,1,A174,2,A192,A201,1,0
453,A14,9,A32,A42,1980,A61,A72,2,Male,A102,2,A123,23,A143,A151,2,A173,1,A191,A201,1,0
453,A14,9,A32,A42,1980,A61,A72,2,Male,A102,2,A123,31,A143,A151,2,A173,1,A191,A201,1,0
472,A12,12,A32,A43,766,A63,A73,4,Female,A101,3,A121,55,A143,A152,1,A172,1,A191,A201,1,0
472,A12,12,A32,A43,766,A63,A73,4,Female,A101,3,A121,24,A143,A152,1,A172,1,A191,A201,1,0
472,A12,12,A32,A43,766,A63,A73,4,Male,A101,3,A121,19,A143,A152,1,A172,1,A191,A201,1,0
493,A14,24,A32,A43,3621,A62,A75,2,Female,A101,4,A123,28,A143,A152,2,A173,1,A191,A201,1,0
493,A14,24,A32,A43,3621,A62,A75,2,Female,A101,4,A123,24,A143,A152,2,A173,1,A191,A201,1,0
493,A14,24,A32,A43,3621,A62,A75,2,Male,A101,4,A123,21,A143,A152,2,A173,1,A191,A201,1,0
508,A11,6,A34,A42,3384,A61,A73,1,Female,A101,4,A121,23,A143,A151,1,A174,1,A192,A201,1,0
530,A12,24,A34,A49,1935,A61,A75,4,Female,A101,4,A121,51,A143,A152,2,A173,1,A192,A201,1,0
556,A12,15,A32,A43,802,A61,A75,4,Female,A101,3,A123,23,A143,A152,1,A173,2,A191,A201,1,0
558,A14,36,A34,A40,7855,A61,A73,4,Male,A101,2,A121,39,A142,A152,2,A173,1,A192,A201,1,0
576,A14,18,A32,A45,1943,A61,A72,4,Male,A101,4,A121,21,A143,A152,1,A173,1,A191,A201,1,0
576,A14,18,A32,A45,1943,A61,A72,4,Female,A101,4,A121,72,A143,A152,1,A173,1,A191,A201,1,0
576,A14,18,A32,A45,1943,A61,A72,4,Male,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1,0
580,A11,12,A32,A40,1168,A61,A73,4,Female,A101,3,A121,19,A143,A152,1,A172,1,A191,A201,0,1
587,A11,18,A32,A43,3190,A61,A73,2,Male,A101,2,A121,31,A143,A152,1,A173,1,A191,A201,1,0
588,A12,60,A32,A40,7408,A62,A72,4,Male,A101,2,A122,43,A143,A152,1,A174,1,A191,A201,1,0
595,A11,33,A34,A42,4281,A63,A73,1,Male,A101,4,A123,42,A143,A152,2,A173,1,A191,A201,1,0
634,A12,9,A32,A42,959,A61,A73,1,Male,A101,2,A123,23,A143,A152,1,A173,1,A191,A202,1,0
655,A14,18,A32,A40,6761,A65,A73,2,Female,A101,4,A123,56,A143,A151,2,A173,1,A191,A201,1,0
655,A14,18,A32,A40,6761,A65,A73,2,Female,A101,4,A123,20,A143,A151,2,A173,1,A191,A201,1,0
655,A14,18,A32,A40,6761,A65,A73,2,Male,A101,4,A123,22,A143,A151,2,A173,1,A191,A201,1,0
666,A12,36,A34,A40,2820,A61,A72,4,Female,A101,4,A123,60,A143,A152,2,A173,1,A191,A201,1,0
669,A14,36,A33,A43,4463,A61,A73,4,Female,A101,2,A123,62,A143,A152,2,A174,1,A192,A201,1,0
681,A14,18,A33,A42,1808,A61,A74,4,Male,A101,1,A121,23,A143,A152,1,A173,1,A191,A201,1,0
681,A14,18,A33,A42,1808,A61,A74,4,Female,A101,1,A121,47,A143,A152,1,A173,1,A191,A201,1,0
681,A14,18,A33,A42,1808,A61,A74,4,Male,A101,1,A121,61,A143,A152,1,A173,1,A191,A201,1,0
693,A13,36,A32,A43,4210,A61,A73,4,Female,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,0
693,A13,36,A32,A43,4210,A61,A73,4,Female,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,0
693,A13,36,A32,A43,4210,A61,A73,4,Male,A101,2,A123,19,A143,A152,1,A173,1,A191,A201,1,0
755,A11,12,A34,A42,2246,A61,A75,3,Female,A101,3,A122,20,A143,A152,2,A173,1,A191,A201,1,0
780,A14,12,A32,A42,1123,A63,A73,4,Male,A101,4,A123,32,A143,A151,1,A172,1,A191,A201,1,0
780,A14,12,A32,A42,1123,A63,A73,4,Female,A101,4,A123,20,A143,A151,1,A172,1,A191,A201,1,0
780,A14,12,A32,A42,1123,A63,A73,4,Male,A101,4,A123,24,A143,A151,1,A172,1,A191,A201,1,0
792,A12,18,A32,A42,1924,A65,A72,4,Male,A101,3,A121,41,A143,A151,1,A173,1,A191,A201,1,0
